New Interviewee Case Study Dataset FINAL (2),,,,,,,,,,,,,,,,,,,
Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintresolved,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
55,Male,high,Research & Development,7,Y,0,Non-Travel,2,40,1,1,Y,1,15,3,31,9,6,No
28,Male,low,Research & Development,0,Y,0,Travel_Frequently,1,40,3,0,,,11,1,5,4,0,No
31,Female,medium,Sales,1,Y,0,Non-Travel,20,40,3,1,Y,2,13,2,9,9,0,No
41,Female,low,Research & Development,1,Y,0,Travel_Rarely,7,40,3,0,,,13,2,10,10,0,No
32,Male,medium,Sales,1,Y,1,Travel_Rarely,6,40,3,0,,,16,4,12,11,5,No
32,Male,medium,Research & Development,0,Y,1,Travel_Rarely,2,40,2,0,,,13,2,10,9,1,No
50,Female,high,Sales,4,Y,1,Travel_Frequently,12,40,4,0,,,11,1,16,2,2,No
28,Male,low,Research & Development,1,Y,0,Travel_Rarely,19,40,1,0,,,12,1,6,6,3,No
57,Male,high,Sales,3,Y,1,Travel_Rarely,29,40,4,1,N,,12,1,32,1,0,No
38,Male,low,Research & Development,0,Y,0,Travel_Frequently,10,40,3,0,,,17,4,3,2,0,No
34,Female,low,Sales,1,Y,0,Travel_Rarely,14,40,3,0,,,18,4,8,8,0,No
34,Female,high,Research & Development,2,Y,1,Travel_Rarely,5,40,1,0,,,12,1,14,11,5,No
32,Male,high,Sales,7,Y,0,Travel_Rarely,2,40,2,0,,,12,1,7,2,2,Yes
29,Female,low,Research & Development,0,Y,1,Travel_Frequently,2,40,2,0,,,13,2,4,3,0,No
43,Male,medium,Sales,1,Y,1,Travel_Rarely,2,40,4,0,,,17,4,10,10,8,No
30,Female,low,Research & Development,0,Y,1,Travel_Frequently,5,40,2,0,,,17,4,4,3,1,Yes
35,Male,low,Research & Development,0,Y,1,Travel_Rarely,16,40,2,0,,,13,2,6,5,0,No
31,Female,low,Research & Development,1,Y,1,Travel_Rarely,8,40,2,0,,,12,2,1,1,0,Yes
34,Female,medium,Sales,0,Y,0,Travel_Rarely,2,40,1,0,,,12,1,4,3,0,No
36,Female,medium,Sales,4,Y,0,Travel_Rarely,11,40,4,0,,,13,2,8,6,0,No
33,Male,high,Research & Development,7,Y,0,Travel_Rarely,15,40,3,0,,,12,1,15,7,7,Yes
33,Female,medium,Sales,2,Y,1,Travel_Frequently,1,40,1,0,,,19,4,10,5,1,No
42,Female,high,Sales,5,Y,1,Travel_Frequently,26,40,2,0,,,14,3,23,20,4,No
37,Female,medium,Research & Development,4,Y,1,Travel_Rarely,1,40,4,0,,,17,4,12,6,1,No
21,Male,low,Research & Development,1,Y,0,Travel_Rarely,15,40,4,1,Y,,14,3,0,0,0,No
25,Male,medium,Research & Development,6,Y,0,Travel_Rarely,2,40,3,0,,,19,4,7,2,0,No
32,Male,medium,Sales,1,Y,1,Travel_Rarely,7,40,3,1,Y,0,14,2,13,13,4,No
33,Male,low,Research & Development,5,Y,0,Non-Travel,4,40,2,0,,,15,3,11,9,1,No
38,Male,medium,Research & Development,2,Y,1,Travel_Frequently,6,40,3,0,,,11,1,10,8,7,No
20,Female,low,Research & Development,1,Y,0,Travel_Frequently,6,40,4,0,,,18,4,1,1,1,Yes
39,Male,high,Research & Development,3,Y,1,Non-Travel,25,40,3,0,,,21,5,13,6,0,No
45,Female,high,Human Resources,4,Y,0,Travel_Rarely,4,40,3,0,,,21,5,9,5,0,No
44,Female,high,Research & Development,3,Y,0,Travel_Rarely,7,40,4,0,,,14,3,24,22,5,No
36,Male,medium,Research & Development,7,Y,1,Travel_Rarely,10,40,1,0,,,13,2,15,12,5,No
29,Female,high,Research & Development,3,Y,0,Travel_Rarely,1,40,4,0,,,14,3,9,7,1,No
38,Female,low,Research & Development,4,Y,1,Travel_Frequently,2,40,2,1,Y,2,14,3,9,6,0,No
44,Male,high,Research & Development,1,Y,0,Travel_Rarely,4,40,1,0,,,14,2,26,25,14,No
47,Male,high,Research & Development,2,Y,0,Travel_Rarely,25,40,3,0,,,23,5,25,17,12,No
31,Male,low,Research & Development,1,Y,1,Travel_Rarely,2,40,3,0,,,14,2,6,5,0,No
26,Male,medium,Sales,6,Y,0,Travel_Rarely,8,40,1,0,,,17,4,6,4,1,Yes
32,Male,medium,Sales,8,Y,0,Non-Travel,11,40,3,0,,,12,1,6,4,1,Yes
53,Female,high,Research & Development,0,Y,0,Travel_Rarely,2,40,4,0,,,16,4,34,33,1,Yes
42,Female,high,Research & Development,2,Y,0,Travel_Rarely,23,40,4,0,,,14,2,16,1,0,No
34,Male,low,Research & Development,1,Y,1,Travel_Rarely,7,40,4,1,Y,0,13,2,1,1,0,No
37,Male,high,Research & Development,6,Y,1,Travel_Frequently,10,40,3,0,,,11,1,17,1,0,Yes
27,Female,low,Research & Development,1,Y,1,Travel_Rarely,4,40,3,1,Y,,19,5,1,1,0,No
49,Female,medium,Research & Development,4,Y,0,Travel_Rarely,3,40,1,0,,,25,5,10,3,1,No
36,Female,medium,Sales,0,Y,1,Travel_Rarely,3,40,4,0,,,19,5,10,9,3,No
47,Female,medium,Sales,3,Y,1,Travel_Rarely,14,40,3,0,,,17,4,11,5,1,No
37,Male,high,Sales,4,Y,0,Travel_Rarely,2,40,3,0,,,11,1,17,3,1,No
34,Female,medium,Sales,3,Y,0,Travel_Rarely,3,40,4,0,,,12,1,9,4,0,No
39,Female,high,Research & Development,6,Y,1,Travel_Rarely,13,40,2,0,,,13,2,21,19,15,No
18,Male,low,Sales,1,Y,1,Travel_Frequently,5,40,2,0,,,14,3,0,0,0,Yes
30,Male,high,Sales,1,Y,1,Travel_Rarely,1,40,1,0,,,11,1,10,10,6,Yes
24,Female,low,Research & Development,1,Y,0,Travel_Rarely,17,40,2,0,,,13,2,1,1,0,Yes
30,Male,medium,Sales,2,Y,1,Travel_Rarely,15,40,1,0,,,11,1,12,7,1,No
26,Male,low,Research & Development,1,Y,1,Non-Travel,7,40,4,0,,,20,5,7,7,5,No
59,Male,high,Sales,3,Y,0,Travel_Rarely,1,40,4,0,,,14,3,14,6,0,No
29,Male,low,Research & Development,0,Y,0,Travel_Rarely,1,40,3,0,,,14,3,7,6,1,Yes
53,Male,low,Research & Development,2,Y,1,Travel_Rarely,6,40,4,0,,,17,4,19,2,2,No
43,Female,medium,Sales,8,Y,0,Travel_Rarely,9,40,3,0,,,13,2,7,4,1,Yes
40,Female,medium,Research & Development,5,Y,1,Travel_Rarely,2,40,3,0,,,20,5,15,12,11,No
36,Male,medium,Research & Development,7,Y,1,Travel_Rarely,15,40,3,0,,,14,3,9,1,0,Yes
40,Female,medium,Research & Development,2,Y,0,Travel_Rarely,8,40,1,1,Y,0,16,3,18,1,0,No
43,Female,medium,Research & Development,1,Y,1,Travel_Frequently,10,40,3,0,,,11,1,9,9,0,No
29,Male,medium,Research & Development,1,Y,0,Travel_Frequently,20,40,4,0,,,13,2,11,11,3,No
23,Male,medium,Research & Development,1,Y,0,Travel_Rarely,10,40,3,0,,,18,4,2,2,0,No
35,Female,low,Sales,1,Y,1,Travel_Rarely,2,40,4,0,,,13,2,2,2,2,No
28,Female,medium,Research & Development,0,Y,1,Travel_Rarely,27,40,1,0,,,21,5,6,5,0,No
45,Male,low,Research & Development,8,Y,1,Travel_Rarely,9,40,2,0,,,18,4,20,17,0,No
49,Female,low,Research & Development,1,Y,1,Travel_Rarely,25,40,1,1,N,2,14,3,10,9,1,No
29,Male,low,Human Resources,4,Y,1,Travel_Rarely,13,40,1,0,,,15,3,4,2,2,Yes
50,Female,high,Research & Development,5,Y,0,Travel_Rarely,17,40,1,0,,,15,3,19,14,1,No
26,Male,low,Research & Development,2,Y,1,Travel_Rarely,16,40,2,0,,,13,2,5,3,0,Yes
32,Female,medium,Research & Development,9,Y,1,Non-Travel,29,40,3,1,Y,0,12,1,10,8,7,No
39,Male,medium,Research & Development,0,Y,1,Travel_Rarely,18,40,3,0,,,11,1,9,8,1,No
29,Male,medium,Human Resources,1,Y,1,Travel_Rarely,17,40,1,0,,,13,2,10,10,0,No
28,Male,low,Research & Development,1,Y,1,Travel_Rarely,15,40,3,0,,,16,4,4,4,2,No
19,Male,low,Research & Development,1,Y,0,Travel_Rarely,9,40,1,0,,,25,5,1,1,0,No
48,Male,medium,Sales,4,Y,0,Travel_Rarely,7,40,1,0,,,11,1,15,2,2,No
40,Female,medium,Sales,1,Y,0,Travel_Rarely,14,40,1,0,,,15,3,5,5,1,No
32,Male,low,Research & Development,1,Y,0,Travel_Frequently,7,40,2,1,Y,1,20,5,5,5,0,No
33,Female,medium,Sales,1,Y,1,Non-Travel,16,40,4,0,,,25,5,7,6,1,No
34,Female,low,Research & Development,1,Y,0,Travel_Rarely,19,40,4,0,,,12,1,10,10,8,No
27,Female,low,Research & Development,1,Y,1,Travel_Rarely,9,40,2,0,,,16,3,7,7,0,No
26,Male,low,Research & Development,1,Y,1,Travel_Rarely,24,40,4,0,,,18,4,1,1,0,Yes
34,Male,low,Research & Development,5,Y,0,Travel_Frequently,1,40,1,0,,,14,3,10,4,1,No
35,Female,low,Research & Development,1,Y,1,Travel_Rarely,27,40,1,0,,,11,1,6,6,1,No
56,Female,low,Research & Development,2,Y,0,Travel_Rarely,1,40,1,0,,,22,5,5,3,1,No
30,Male,low,Research & Development,1,Y,1,Travel_Rarely,16,40,4,1,Y,0,12,1,10,10,0,No
48,Female,low,Sales,2,Y,1,Travel_Frequently,7,40,3,1,Y,0,11,1,19,9,7,Yes
25,Female,low,Human Resources,4,Y,1,Travel_Rarely,2,40,2,0,,,14,3,6,2,1,No
33,Male,medium,Research & Development,1,Y,0,Travel_Rarely,28,40,3,0,,,12,1,15,15,5,No
46,Female,high,Sales,3,Y,0,Travel_Rarely,2,40,2,0,,,12,2,28,7,7,No
30,Female,medium,Research & Development,0,Y,0,Travel_Frequently,2,40,1,1,Y,0,16,4,10,9,0,No
46,Female,high,Sales,8,Y,1,Travel_Rarely,2,40,1,0,,,23,5,28,26,15,No
28,Male,medium,Research & Development,1,Y,1,Travel_Rarely,17,40,1,1,N,2,12,1,10,10,1,No
55,Male,medium,Research & Development,5,Y,0,Travel_Rarely,22,40,2,0,,,12,1,8,4,1,No
43,Female,medium,Research & Development,4,Y,0,Travel_Rarely,8,40,3,0,,,14,3,8,5,0,No
42,Male,high,Research & Development,5,Y,0,Travel_Rarely,2,40,3,1,Y,2,11,1,24,22,4,No
32,Male,medium,Research & Development,1,Y,1,Travel_Rarely,1,40,2,1,Y,2,17,4,10,10,0,No
20,Male,low,Research & Development,1,Y,0,Travel_Rarely,10,40,3,0,,,11,1,1,1,1,Yes
40,Male,high,Sales,2,Y,0,Travel_Rarely,10,40,2,1,Y,,12,1,11,1,0,No
29,Female,high,Research & Development,1,Y,1,Travel_Rarely,21,40,1,0,,,11,1,10,10,8,No
37,Male,medium,Research & Development,7,Y,1,Travel_Rarely,5,40,4,1,Y,2,16,4,8,6,0,No
20,Female,low,Sales,1,Y,0,Travel_Frequently,9,40,4,0,,,14,3,2,2,0,Yes
39,Male,medium,Sales,2,Y,1,Travel_Frequently,20,40,4,1,Y,1,18,4,7,2,2,No
25,Female,medium,Sales,1,Y,0,Travel_Rarely,4,40,4,0,,,11,1,5,5,1,No
36,Male,medium,Research & Development,1,Y,0,Travel_Frequently,3,40,2,0,,,12,1,12,11,0,No
54,Female,high,Research & Development,8,Y,0,Travel_Rarely,17,40,3,1,Y,2,11,1,22,10,0,No
55,Male,high,Sales,1,Y,1,Travel_Rarely,26,40,4,0,,,21,5,36,36,2,No
36,Male,medium,Research & Development,1,Y,0,Travel_Frequently,11,40,2,1,Y,0,13,2,6,6,0,No
29,Female,medium,Research & Development,0,Y,0,Travel_Frequently,14,40,4,0,,,12,1,9,8,7,Yes
50,Female,high,Research & Development,3,Y,1,Travel_Frequently,1,40,2,0,,,19,5,28,8,0,No
22,Male,medium,Research & Development,5,Y,0,Travel_Frequently,4,40,3,0,,,16,4,4,2,1,Yes
37,Male,high,Sales,1,Y,1,Travel_Frequently,1,40,4,0,,,14,3,6,6,1,No
52,Male,medium,Research & Development,3,Y,0,Travel_Rarely,6,40,1,0,,,12,2,18,10,6,No
39,Male,high,Research & Development,7,Y,0,Travel_Rarely,10,40,3,1,Y,1,21,5,9,4,2,No
32,Female,high,Sales,1,Y,1,Travel_Rarely,1,40,4,1,N,2,19,4,14,14,5,No
34,Male,medium,Research & Development,1,Y,0,Travel_Rarely,1,40,4,0,,,13,2,6,6,1,No
52,Female,high,Research & Development,2,Y,1,Travel_Frequently,28,40,3,0,,,11,1,24,5,0,No
33,Female,medium,Research & Development,8,Y,1,Travel_Rarely,4,40,2,0,,,11,1,8,5,0,No
34,Male,high,Sales,0,Y,1,Travel_Rarely,1,40,4,0,,,11,1,16,15,0,No
41,Male,high,Research & Development,2,Y,1,Travel_Frequently,9,40,3,0,,,17,4,21,18,0,No
26,Male,medium,Research & Development,1,Y,1,Travel_Frequently,11,40,1,0,,,13,2,5,5,3,No
30,Male,medium,Sales,8,Y,1,Travel_Rarely,16,40,3,0,,,15,3,4,2,2,No
35,Male,medium,Sales,1,Y,1,Travel_Frequently,11,40,4,0,,,11,1,5,5,0,No
54,Male,high,Human Resources,2,Y,0,Travel_Rarely,19,40,2,1,Y,2,15,3,16,9,7,No
30,Male,low,Research & Development,1,Y,0,Travel_Frequently,23,40,3,0,,,25,5,10,10,0,No
40,Female,low,Research & Development,2,Y,1,Travel_Rarely,2,40,3,0,,,14,3,20,5,0,No
33,Male,low,Research & Development,7,Y,1,Travel_Rarely,10,40,4,0,,,13,2,8,4,1,Yes
35,Female,low,Sales,0,Y,0,Travel_Rarely,28,40,3,0,,,23,5,6,5,4,No
47,Female,high,Sales,9,Y,1,Travel_Frequently,3,40,3,0,,,12,2,28,22,11,No
24,Male,medium,Research & Development,8,Y,1,Travel_Rarely,24,40,2,0,,,22,5,6,4,1,No
35,Male,low,Research & Development,1,Y,1,Non-Travel,3,40,3,0,,,18,4,1,1,0,No
44,Male,high,Sales,7,Y,0,Travel_Rarely,5,40,2,0,,,11,1,26,22,3,No
20,Male,low,Research & Development,1,Y,0,Travel_Rarely,3,40,3,0,,,12,2,2,2,1,No
31,Male,low,Research & Development,0,Y,0,Travel_Rarely,9,40,2,0,,,16,3,3,2,2,No
35,Male,low,Research & Development,1,Y,1,Travel_Frequently,4,40,4,1,Y,1,13,2,2,2,2,No
32,Male,medium,Sales,0,Y,0,Travel_Rarely,2,40,2,0,,,13,2,4,3,1,No
51,Female,high,Research & Development,3,Y,1,Travel_Rarely,11,40,2,1,Y,1,16,4,29,5,0,No
52,Male,high,Research & Development,2,Y,1,Travel_Rarely,1,40,4,1,Y,2,15,3,26,9,7,No
27,Female,low,Research & Development,9,Y,0,Travel_Rarely,16,40,2,0,,,14,3,4,2,2,No
26,Male,medium,Research & Development,1,Y,0,Travel_Rarely,3,40,4,0,,,22,5,8,8,0,No
33,Male,low,Research & Development,4,Y,1,Travel_Rarely,25,40,2,1,Y,2,20,5,5,2,2,Yes
37,Male,high,Sales,1,Y,0,Non-Travel,9,40,2,0,,,13,2,9,9,7,No
37,Female,medium,Research & Development,1,Y,0,Travel_Rarely,1,40,4,0,,,13,2,14,14,3,No
56,Female,high,Research & Development,4,Y,1,Travel_Rarely,4,40,1,0,,,13,2,28,5,4,No
43,Male,medium,Research & Development,1,Y,0,Travel_Rarely,11,40,3,0,,,17,4,10,10,0,No
30,Female,medium,Sales,1,Y,1,Travel_Rarely,4,40,2,0,,,12,1,11,11,2,No
30,Female,low,Research & Development,1,Y,0,Travel_Frequently,3,40,3,0,,,20,5,1,1,0,No
37,Male,medium,Research & Development,1,Y,1,Travel_Rarely,21,40,1,0,,,12,2,8,8,1,No
24,Female,low,Sales,1,Y,0,Non-Travel,13,40,2,1,Y,,13,2,1,1,0,No
40,Male,high,Research & Development,4,Y,1,Travel_Rarely,20,40,4,0,,,20,5,14,11,11,No
34,Male,medium,Research & Development,1,Y,1,Travel_Frequently,7,40,3,0,,,24,5,9,9,0,Yes
21,Male,low,Sales,1,Y,0,Travel_Rarely,22,40,3,1,N,3,11,1,3,3,1,No
32,Male,medium,Research & Development,4,Y,1,Non-Travel,1,40,1,0,,,14,3,9,6,1,No
31,Male,medium,Sales,1,Y,1,Travel_Frequently,26,40,4,0,,,11,1,10,10,0,Yes
40,Female,low,Research & Development,0,Y,0,Travel_Rarely,2,40,4,1,Y,0,20,5,5,4,2,No
42,Male,medium,Research & Development,4,Y,1,Travel_Rarely,2,40,2,0,,,14,3,4,1,0,No
46,Male,high,Research & Development,6,Y,0,Travel_Rarely,7,40,3,0,,,13,2,13,8,0,No
37,Male,low,Research & Development,6,Y,1,Travel_Rarely,2,40,3,0,,,15,3,7,0,0,Yes
43,Female,medium,Research & Development,4,Y,1,Travel_Frequently,1,40,4,1,N,3,13,2,12,5,2,No
54,Female,high,Research & Development,9,Y,1,Travel_Rarely,2,40,3,0,,,12,2,16,4,0,No
31,Male,medium,Sales,4,Y,1,Travel_Rarely,7,40,4,1,Y,0,12,1,13,7,1,No
31,Female,medium,Research & Development,1,Y,1,Travel_Frequently,1,40,2,1,Y,2,11,1,10,10,4,Yes
34,Female,medium,Research & Development,1,Y,0,Travel_Rarely,6,40,3,1,N,2,14,3,16,16,2,No
51,Male,medium,Research & Development,5,Y,0,Travel_Rarely,2,40,2,0,,,18,4,13,4,1,No
33,Male,low,Research & Development,0,Y,1,Travel_Rarely,9,40,4,1,N,3,13,2,15,14,4,No
41,Male,medium,Sales,3,Y,0,Travel_Rarely,23,40,3,0,,,16,4,21,2,0,No
26,Female,low,Research & Development,1,Y,1,Travel_Rarely,23,40,4,0,,,22,5,3,3,0,No
34,Male,high,Sales,1,Y,1,Travel_Rarely,1,40,4,0,,,21,5,14,14,2,No
35,Female,medium,Sales,1,Y,0,Travel_Rarely,1,40,3,0,,,16,4,5,5,0,No
35,Male,medium,Research & Development,0,Y,1,Travel_Rarely,22,40,3,0,,,15,3,6,5,4,No
30,Female,low,Research & Development,4,Y,1,Travel_Rarely,22,40,3,0,,,11,1,7,5,0,Yes
36,Male,medium,Sales,4,Y,0,Non-Travel,8,40,4,0,,,13,2,12,7,0,No
38,Female,low,Research & Development,1,Y,0,Travel_Rarely,9,40,4,0,,,12,2,2,2,2,No
46,Male,high,Research & Development,7,Y,1,Travel_Rarely,1,40,1,0,,,16,4,17,4,0,No
38,Male,medium,Research & Development,7,Y,0,Travel_Rarely,29,40,1,0,,,19,4,17,1,0,Yes
31,Male,low,Research & Development,1,Y,1,Travel_Rarely,26,40,3,1,Y,1,17,4,5,5,4,No
23,Male,low,Research & Development,1,Y,0,Travel_Rarely,9,40,1,0,,,14,3,5,4,0,No
30,Male,medium,Research & Development,3,Y,1,Travel_Rarely,16,40,3,1,Y,0,16,4,10,7,1,No
30,Female,medium,Sales,5,Y,1,Travel_Frequently,26,40,1,1,N,4,15,3,9,6,0,Yes
42,Female,medium,Research & Development,2,Y,1,Non-Travel,21,40,3,0,,,16,4,11,5,0,No
58,Male,low,Research & Development,1,Y,1,Travel_Rarely,23,40,3,0,,,12,1,2,2,2,No
40,Female,high,Sales,0,Y,0,Travel_Rarely,2,40,3,0,,,14,3,21,20,1,No
38,Male,low,Human Resources,5,Y,0,Non-Travel,2,40,2,1,Y,1,13,2,13,11,3,No
39,Male,high,Sales,0,Y,0,Travel_Rarely,15,40,1,0,,,12,2,21,20,11,No
29,Male,medium,Sales,2,Y,0,Travel_Rarely,2,40,2,0,,,19,5,10,0,0,No
41,Male,low,Research & Development,6,Y,1,Non-Travel,5,40,1,0,,,17,4,5,1,0,Yes
27,Male,medium,Sales,0,Y,1,Non-Travel,1,40,2,0,,,13,2,6,5,1,No
32,Male,high,Sales,4,Y,1,Travel_Rarely,7,40,4,1,Y,1,12,1,7,4,0,No
30,Female,medium,Research & Development,1,Y,0,Travel_Frequently,1,40,4,1,N,2,23,5,12,12,3,No
34,Female,high,Research & Development,1,Y,0,Travel_Rarely,9,40,2,0,,,14,3,9,8,7,No
31,Female,medium,Research & Development,1,Y,0,Travel_Rarely,7,40,1,0,,,12,2,13,13,3,No
30,Male,medium,Sales,7,Y,1,Travel_Rarely,27,40,4,0,,,23,5,10,8,7,No
40,Female,high,Research & Development,1,Y,0,Travel_Rarely,4,40,3,0,,,14,3,21,20,9,No
36,Female,high,Research & Development,0,Y,0,Travel_Rarely,12,40,4,1,Y,0,11,1,15,14,7,No
44,Male,medium,Research & Development,2,Y,0,Travel_Rarely,1,40,1,0,,,15,3,10,2,2,No
29,Male,low,Sales,1,Y,1,Travel_Rarely,10,40,2,0,,,14,3,2,2,2,No
37,Female,medium,Research & Development,3,Y,0,Travel_Rarely,3,40,2,0,,,15,3,8,4,0,No
50,Male,high,Research & Development,9,Y,1,Travel_Rarely,1,40,4,1,Y,1,22,5,32,5,1,No
38,Female,low,Research & Development,1,Y,0,Travel_Frequently,29,40,4,0,,,11,1,10,10,9,No
36,Female,medium,Research & Development,4,Y,0,Travel_Rarely,2,40,2,1,Y,0,22,5,15,1,0,No
36,Female,low,Research & Development,5,Y,1,Travel_Rarely,3,40,4,1,N,,22,5,7,1,0,No
38,Female,medium,Sales,3,Y,1,Travel_Rarely,2,40,1,0,,,15,3,11,7,1,No
39,Female,high,Research & Development,0,Y,1,Travel_Frequently,2,40,3,0,,,25,5,20,19,11,No
51,Male,medium,Research & Development,2,Y,0,Travel_Rarely,7,40,3,0,,,17,4,10,1,0,No
36,Female,medium,Research & Development,7,Y,1,Non-Travel,24,40,2,0,,,15,3,11,9,0,No
35,Male,medium,Research & Development,4,Y,1,Travel_Rarely,16,40,3,0,,,12,1,10,8,0,No
32,Male,low,Research & Development,0,Y,0,Travel_Rarely,5,40,2,0,,,12,1,7,6,0,No
44,Male,low,Research & Development,3,Y,0,Non-Travel,5,40,3,1,Y,1,14,3,7,5,0,No
29,Male,low,Research & Development,6,Y,1,Travel_Rarely,1,40,1,0,,,13,2,11,9,0,Yes
27,Female,medium,Sales,0,Y,1,Travel_Rarely,2,40,3,0,,,14,3,9,8,0,No
40,Female,high,Research & Development,7,Y,1,Travel_Rarely,6,40,3,0,,,15,3,22,20,5,No
29,Male,low,Research & Development,1,Y,0,Travel_Rarely,23,40,3,1,N,1,24,5,10,10,0,No
45,Female,medium,Research & Development,1,Y,0,Travel_Rarely,5,40,1,0,,,14,3,10,10,1,No
39,Female,medium,Research & Development,2,Y,1,Non-Travel,2,40,1,0,,,23,5,11,1,0,Yes
29,Male,low,Research & Development,1,Y,0,Travel_Frequently,24,40,4,0,,,24,5,1,1,1,Yes
40,Female,medium,Research & Development,3,Y,0,Travel_Frequently,26,40,4,0,,,13,2,16,1,0,No
40,Male,high,Research & Development,2,Y,0,Non-Travel,8,40,2,0,,,11,1,16,9,4,No
42,Female,medium,Sales,7,Y,0,Travel_Rarely,14,40,3,0,,,17,4,10,5,0,No
47,Male,high,Research & Development,4,Y,1,Travel_Rarely,5,40,3,0,,,11,1,21,3,1,No
27,Male,medium,Research & Development,5,Y,1,Travel_Frequently,1,40,1,1,Y,0,19,4,6,2,2,No
23,Male,low,Sales,1,Y,1,Travel_Frequently,9,40,1,0,,,19,4,1,1,1,Yes
44,Female,high,Research & Development,0,Y,1,Travel_Rarely,7,40,4,0,,,14,3,23,22,1,No
27,Male,medium,Research & Development,1,Y,1,Non-Travel,8,40,3,0,,,19,5,3,3,1,No
29,Male,low,Sales,1,Y,1,Travel_Frequently,24,40,1,1,N,,17,4,1,1,0,Yes
41,Male,low,Research & Development,2,Y,0,Travel_Rarely,9,40,1,1,Y,2,21,5,7,5,1,No
41,Male,high,Human Resources,3,Y,1,Travel_Rarely,10,40,4,0,,,15,3,23,21,12,No
31,Male,medium,Sales,4,Y,1,Travel_Rarely,6,40,4,0,,,22,5,13,7,5,No
34,Female,low,Research & Development,1,Y,0,Travel_Frequently,16,40,4,1,Y,1,16,4,6,5,1,No
43,Female,high,Sales,5,Y,0,Travel_Rarely,16,40,4,0,,,22,5,22,17,1,No
26,Male,medium,Sales,1,Y,0,Travel_Rarely,4,40,4,0,,,12,2,8,8,7,Yes
53,Male,low,Sales,2,Y,0,Travel_Rarely,6,40,3,0,,,20,5,13,7,4,No
32,Female,medium,Sales,1,Y,1,Travel_Rarely,8,40,2,1,Y,0,11,1,13,13,11,No
40,Male,medium,Sales,1,Y,1,Travel_Rarely,26,40,1,0,,,14,3,8,7,7,No
36,Male,high,Sales,1,Y,1,Non-Travel,10,40,4,1,Y,0,14,3,10,10,9,No
32,Male,low,Sales,0,Y,1,Travel_Rarely,1,40,2,1,Y,2,14,2,3,2,2,No
38,Male,low,Research & Development,1,Y,1,Travel_Frequently,7,40,3,1,Y,1,11,1,4,4,0,No
58,Female,high,Research & Development,1,Y,1,Travel_Rarely,23,40,4,0,,,12,1,40,40,15,Yes
39,Male,medium,Research & Development,9,Y,0,Non-Travel,9,40,2,0,,,15,3,9,5,0,No
35,Male,low,Sales,1,Y,1,Travel_Rarely,7,40,3,0,,,13,2,1,1,0,No
39,Female,medium,Sales,4,Y,1,Travel_Rarely,4,40,3,0,,,14,3,17,15,5,No
52,Female,low,Research & Development,7,Y,0,Travel_Rarely,2,40,4,0,,,15,3,6,2,2,No
46,Female,medium,Research & Development,2,Y,0,Travel_Rarely,18,40,3,1,Y,2,14,2,19,10,0,No
38,Female,high,Research & Development,3,Y,0,Travel_Rarely,10,40,3,0,,,19,4,18,1,0,No
25,Male,high,Sales,2,Y,0,Travel_Rarely,28,40,3,0,,,18,4,6,2,2,No
26,Female,low,Human Resources,1,Y,0,Travel_Rarely,25,40,3,0,,,23,5,8,8,5,No
39,Male,low,Research & Development,0,Y,1,Travel_Rarely,3,40,3,1,Y,0,15,3,11,10,0,No
31,Male,low,Research & Development,1,Y,1,Non-Travel,3,40,1,0,,,13,2,4,4,2,No
37,Male,medium,Research & Development,2,Y,0,Travel_Rarely,10,40,2,0,,,12,1,18,1,0,No
53,Female,medium,Sales,2,Y,0,Travel_Frequently,2,40,2,0,,,12,2,30,15,6,No
50,Male,medium,Sales,7,Y,0,Travel_Frequently,1,40,3,1,Y,1,12,1,12,6,0,Yes
22,Male,low,Research & Development,0,Y,0,Travel_Rarely,1,40,3,0,,,12,2,4,3,1,No
36,Male,medium,Research & Development,1,Y,0,Travel_Rarely,4,40,4,1,Y,0,16,4,10,10,1,No
35,Female,medium,Research & Development,0,Y,0,Travel_Rarely,1,40,4,0,,,12,2,10,9,0,No
38,Female,low,Research & Development,1,Y,0,Travel_Frequently,8,40,2,1,N,0,16,3,20,20,0,No
35,Male,medium,Research & Development,4,Y,0,Travel_Rarely,25,40,4,0,,,14,3,9,3,0,No
32,Male,medium,Sales,0,Y,0,Non-Travel,26,40,4,0,,,18,4,4,3,2,No
38,Male,medium,Sales,7,Y,1,Travel_Rarely,2,40,2,1,Y,,16,4,10,1,0,No
39,Female,medium,Human Resources,8,Y,1,Travel_Rarely,2,40,4,1,N,1,11,1,13,5,0,No
42,Male,medium,Sales,3,Y,1,Travel_Rarely,12,40,4,0,,,12,2,14,0,0,No
25,Male,low,Research & Development,4,Y,0,Travel_Rarely,1,40,4,1,N,2,11,1,7,3,0,No
58,Male,low,Research & Development,9,Y,0,Travel_Frequently,2,40,4,0,,,14,3,3,1,0,Yes
53,Male,medium,Research & Development,3,Y,0,Travel_Rarely,24,40,4,0,,,15,3,11,4,1,No
34,Male,medium,Research & Development,6,Y,0,Travel_Rarely,2,40,1,0,,,13,2,13,11,5,No
